analysis Fp 100;150;200, Fp5000, 2026-03-25 10_30_46.scan
Wavelength ( nm );Absorbance
450; 0,11983037739992142
449,573333333; 0,12157836556434631
449,146666667; 0,12017291039228439
448,72; 0,11985842138528857
448,293333333; 0,12237187474966073
447,866666667; 0,12411379814147923
447,44; 0,12212272733449916
447,013333333; 0,12061346322298114
446,586666667; 0,12541164457798004
446,16; 0,1253542006015774
445,733333333; 0,12396161258220657
445,306666667; 0,12341393530368806
444,88; 0,12348664551973419
444,453333333; 0,12635861337184881
444,026666667; 0,12544807791709878
443,6; 0,1245799735188491
443,173333333; 0,12627443671226499
442,746666667; 0,12621632218360954
442,32; 0,12752869725227325
441,893333333; 0,12677615880966159
441,466666667; 0,12610712647438152
441,04; 0,12868745625019065
440,613333333; 0,12850710749626071
440,186666667; 0,12684665620327043
439,76; 0,12774793803691992
439,333333333; 0,13012857735156858
438,906666667; 0,12718661129474643
438,48; 0,1272282749414459
438,053333333; 0,12947887182235659
437,626666667; 0,12861663103103541
437,2; 0,12716564536094638
436,773333333; 0,12674209475517365
436,346666667; 0,12812346220016516
435,92; 0,12858645617962169
435,493333333; 0,13215014338493075
435,066666667; 0,12875433266162806
434,64; 0,12792842090130149
434,213333333; 0,13163129985332284
433,786666667; 0,12907113134860862
433,36; 0,12768127024173645
432,933333333; 0,12671197950840635
432,506666667; 0,13354752957820701
432,08; 0,13150514662265536
431,653333333; 0,12892289459705303
431,226666667; 0,12839768826962064
430,8; 0,13353078067302543
430,373333333; 0,13202996551989984
429,946666667; 0,12710492312908639
429,52; 0,13149069249629863
429,093333333; 0,13045644760131625
428,666666667; 0,12870499491691462
428,24; 0,12764820456505019
427,813333333; 0,12929008901119371
427,386666667; 0,13045217096805328
426,96; 0,12842020392417605
426,533333333; 0,12589035928249787
426,106666667; 0,12946182489395383
425,68; 0,13127356767654474
425,253333333; 0,13169991970062014
424,826666667; 0,12989349663257513
424,4; 0,12923873960971596
423,973333333; 0,12746332585812092
423,546666667; 0,13072776794433622
423,12; 0,13092108070850031
422,693333333; 0,12859167158604135
422,266666667; 0,13178266584872991
421,84; 0,13037164509296312
421,413333333; 0,12965731322765084
420,986666667; 0,12799724936485554
420,56; 0,12965039908886097
420,133333333; 0,13053347170353022
419,706666667; 0,13107097148894498
419,28; 0,12627650797367837
418,853333333; 0,13091140985489436
418,426666667; 0,13404504954814056
418; 0,12911413609981159
417,573333333; 0,12693436443806566
417,146666667; 0,13195906579494465
416,72; 0,13189406692981107
416,293333333; 0,12859815359116145
415,866666667; 0,13152097165585042
415,44; 0,13408419489860762
415,013333333; 0,13530264794825517
414,586666667; 0,12998785078525979
414,16; 0,13232439756393588
413,733333333; 0,13316479325294645
413,306666667; 0,13391005992889257
412,88; 0,13317990303040214
412,453333333; 0,13650491833686468
412,026666667; 0,13469357788562783
411,6; 0,13473662734032757
411,173333333; 0,13980729877948175
410,746666667; 0,13706047832965754
410,32; 0,13660350441932781
409,893333333; 0,13707976043225589
409,466666667; 0,1429619044065383
409,04; 0,13862493634223963
408,613333333; 0,13874028623104978
408,186666667; 0,14263461530209312
407,76; 0,14583139121532576
407,333333333; 0,14642961323260456
406,906666667; 0,14287501573563471
406,48; 0,14663015305996904
