analysis Fp 100;150;200, Variasi45menit, 2026-04-16 10_48_16.scan
Wavelength ( nm );Absorbance;
450;0,129890442;
449,5733333;0,126240864;
449,1466667;0,124640897;
448,72;0,127840564;
448,2933333;0,128092527;
447,8666667;0,128036886;
447,44;0,127875447;
447,0133333;0,126492113;
446,5866667;0,134016559;
446,16;0,129116982;
445,7333333;0,129299387;
445,3066667;0,132992476;
444,88;0,133332446;
444,4533333;0,133265376;
444,0266667;0,131455645;
443,6;0,132296726;
443,1733333;0,137830764;
442,7466667;0,135333508;
442,32;0,13366437;
441,8933333;0,13478826;
441,4666667;0,139719754;
441,04;0,134397551;
440,6133333;0,133005768;
440,1866667;0,137540013;
439,76;0,13874875;
439,3333333;0,138102919;
438,9066667;0,132684216;
438,48;0,140386984;
438,0533333;0,142007321;
437,6266667;0,13738054;
437,2;0,136543289;
436,7733333;0,140300527;
436,3466667;0,143254489;
435,92;0,140991405;
435,4933333;0,138585791;
435,0666667;0,141727373;
434,64;0,145684004;
434,2133333;0,139183015;
433,7866667;0,138292566;
433,36;0,142612204;
432,9333333;0,144584775;
432,5066667;0,140804633;
432,08;0,137871549;
431,6533333;0,145081639;
431,2266667;0,147657603;
430,8;0,142733246;
430,3733333;0,141819939;
429,9466667;0,150213361;
429,52;0,148732811;
429,0933333;0,143262386;
428,6666667;0,143372521;
428,24;0,150937036;
427,8133333;0,150001734;
427,3866667;0,14465557;
426,96;0,142822593;
426,5333333;0,151997685;
426,1066667;0,150263235;
425,68;0,145800024;
425,2533333;0,15143007;
424,8266667;0,152392372;
424,4;0,152889997;
423,9733333;0,14587824;
423,5466667;0,152071401;
423,12;0,154779568;
422,6933333;0,152580068;
422,2666667;0,150486603;
421,84;0,15171662;
421,4133333;0,15465486;
420,9866667;0,154869482;
420,56;0,156199291;
420,1333333;0,151672751;
419,7066667;0,159105197;
419,28;0,157911301;
418,8533333;0,155706123;
418,4266667;0,1554977;
418;0,163629085;
417,5733333;0,158441216;
417,1466667;0,157429442;
416,72;0,157416895;
416,2933333;0,162826553;
415,8666667;0,160677508;
415,44;0,161607519;
415,0133333;0,161857262;
414,5866667;0,163497493;
414,16;0,166983306;
413,7333333;0,162959352;
413,3066667;0,164491698;
412,88;0,164871618;
412,4533333;0,169441506;
412,0266667;0,166299;
411,6;0,167483494;
411,1733333;0,173245445;
410,7466667;0,17336604;
410,32;0,168718234;
409,8933333;0,16917178;
409,4666667;0,174177855;
409,04;0,177209049;
408,6133333;0,174088567;
408,1866667;0,168704554;
407,76;0,178337842;
407,3333333;0,179425612;
406,9066667;0,179695934;
406,48;0,177382097;
406,0533333;0,188137621;
405,6266667;0,187412143;
405,2;0,184182882;
404,7733333;0,181961536;
404,3466667;0,195585862;
403,92;0,194873914;
403,4933333;0,188762084;
403,0666667;0,190937221;
402,64;0,198866114;
402,2133333;0,199213326;
401,7866667;0,194175586;
401,36;0,198040739;
400,9333333;0,209092453;
400,5066667;0,20415163;
400,08;0,20224306;
399,6533333;0,206487775;
399,2266667;0,215070233;
398,8;0,211939603;
398,3733333;0,213497311;
397,9466667;0,219299033;
397,52;0,221598923;
397,0933333;0,217684969;
396,6666667;0,222128958;
396,24;0,221896127;
