analysis Fp 100;150;200, baseline, 2026-04-15 14_00_37.scan
Wavelength ( nm );Absorbance
450; -0,026717644184827805
449,573333333; -0,02511170506477356
449,146666667; -0,026100410148501396
448,72; -0,028506904840469208
448,293333333; -0,027370976284146083
447,866666667; -0,025674482807517433
447,44; -0,028538404032587835
447,013333333; -0,027272302657365889
446,586666667; -0,027947038412093859
446,16; -0,026027584448457642
445,733333333; -0,029322098940610813
445,306666667; -0,029054962098597849
444,88; -0,026688603684306731
444,453333333; -0,028889562934637621
444,026666667; -0,030956076458095842
443,6; -0,028472535312175876
443,173333333; -0,028781674802303849
442,746666667; -0,030119260773063008
442,32; -0,030874881893396419
441,893333333; -0,030976051464676527
441,466666667; -0,030148150399327382
441,04; -0,030412675812839941
440,613333333; -0,029437279328704481
440,186666667; -0,030564025044439939
439,76; -0,028155505657198116
439,333333333; -0,032042361795902106
438,906666667; -0,031762573868035708
438,48; -0,03071188740432065
438,053333333; -0,027748098596933411
437,626666667; -0,03211327269673514
437,2; -0,034616947174070545
436,773333333; -0,032030548900364858
436,346666667; -0,030571203678847466
435,92; -0,031956389546394764
435,493333333; -0,032476723194122419
435,066666667; -0,032608456909657038
434,64; -0,033250216394662031
434,213333333; -0,032214313745499483
433,786666667; -0,033249992877244137
433,36; -0,032382924109700062
432,933333333; -0,035297326743600255
432,506666667; -0,032616592943668372
432,08; -0,032621838152413721
431,653333333; -0,038113664835687275
431,226666667; -0,033631831407545686
430,8; -0,032401751726869009
430,373333333; -0,035440582782032437
429,946666667; -0,037630070000883913
429,52; -0,034810408949850484
429,093333333; -0,03339697048068279
428,666666667; -0,035337392240764508
428,24; -0,036836862564086671
427,813333333; -0,036634821444748888
427,386666667; -0,035845171660187157
426,96; -0,037759698927402073
426,533333333; -0,037404954433440107
426,106666667; -0,036526098847386668
425,68; -0,034609761089090051
425,253333333; -0,03724938258528801
424,826666667; -0,037937719374899426
424,4; -0,041188597679133791
423,973333333; -0,037893649190662328
423,546666667; -0,036553837358957265
423,12; -0,040442869067188657
422,693333333; -0,038107097148895763
422,266666667; -0,038448411971329435
421,84; -0,03762576729060229
421,413333333; -0,044516261667007347
420,986666667; -0,040874350816007037
420,56; -0,038127239793540463
420,133333333; -0,039011958986522335
419,706666667; -0,039992120116952322
419,28; -0,042018089443440584
418,853333333; -0,039128467440607814
418,426666667; -0,040658731013541734
418; -0,043707363307472581
417,573333333; -0,041709877550596151
417,146666667; -0,038356006145480542
416,72; -0,040229614824063106
416,293333333; -0,043706122785805351
415,866666667; -0,043005716055628161
415,44; -0,041140872985126316
415,013333333; -0,042066115885978209
414,586666667; -0,044869557023050358
414,16; -0,045919172465794814
413,733333333; -0,042475733906027546
413,306666667; -0,040918838232763502
412,88; -0,044843744486570247
412,453333333; -0,04478780925273796
412,026666667; -0,044290509074925002
411,6; -0,043602179735903822
411,173333333; -0,045876797288657394
410,746666667; -0,046418789774171632
410,32; -0,042746741324668859
409,893333333; -0,045419882982979769
409,466666667; -0,050337087362995872
409,04; -0,046202801167970681
408,613333333; -0,048739649355406589
408,186666667; -0,046556770801548152
407,76; -0,048304680734867836
407,333333333; -0,046105429530146715
406,906666667; -0,047420024871825242
406,48; -0,047008246183397905
406,053333333; -0,048057500272989342
405,626666667; -0,048086449503892341
405,2; -0,045468583703045469
404,773333333; -0,047300729900607311
404,346666667; -0,050962582230574725
403,92; -0,053646817803363174
403,493333333; -0,045863684266810707
403,066666667; -0,047863151878129687
402,64; -0,052277822047472493
402,213333333; -0,052473329007615803
401,786666667; -0,048611242324113305
401,36; -0,048397589474929295
400,933333333; -0,053216245025390359
400,506666667; -0,050970043987039075
400,08; -0,052217368036506402
399,653333333; -0,051407270133504782
399,226666667; -0,054953306913378498
398,8; -0,05589843913911987
398,373333333; -0,053087525069707778
397,946666667; -0,051008738577371315
397,52; -0,052952039986856388
397,093333333; -0,055653776973477495
396,666666667; -0,052633240818975177
396,24; -0,05189102143050528
395,813333333; -0,056285787373786353
395,386666667; -0,058042071759691234
394,96; -0,054785951972003026
394,533333333; -0,053174242377296427
394,106666667; -0,058372020721435179
393,68; -0,058251623064276968
393,253333333; -0,057406619191159004
392,826666667; -0,053904462605721251
392,4; -0,056009795516730305
391,973333333; -0,05632001906634268
391,546666667; -0,059105575084673651
391,12; -0,055155836045753373
390,693333333; -0,058701306581515206
390,266666667; -0,064335405826552977
389,84; -0,059447735548008578
389,413333333; -0,056060265749700453
388,986666667; -0,058416247367870454
388,56; -0,061889082193371393
388,133333333; -0,060916259884827378
387,706666667; -0,058841243386274042
387,28; -0,060470424592513269
386,853333333; -0,065967299044111541
386,426666667; -0,059995632618658971
386; -0,058054633438601136
385,573333333; -0,062080636620517937
385,146666667; -0,061039641499518758
384,72; -0,060869488865132444
384,293333333; -0,059574212878947166
383,866666667; -0,060925282537949141
383,44; -0,064255207777031836
383,013333333; -0,066623479127861859
382,586666667; -0,06049475818872526
382,16; -0,06070119515063515
381,733333333; -0,066640377044674293
381,306666667; -0,065718561410897686
380,88; -0,064045779407010991
380,453333333; -0,060454837977911569
380,026666667; -0,067256182432168798
379,6; -0,065678775310508683
379,173333333; -0,063692174851882277
